"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"--disagg-config and --disagg-config-key must be provided together.","6","test_disagg_config_requires_disagg_config_key","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_unit","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","101805","test_serve_deployment[aggregated]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"","2156","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[256-vllm]","lib.bindings.python.tests.replay","2026-04-09","passed","2026-04-09","","test_replay_aic_parity","",""
"Same images but different prompt should produce lower overlap than repeated same prompt.","10045","test_trtllm_mm_overlap_same_images_different_prompt_less_than_same_prompt","tests.mm_router","2026-04-09","passed","2026-04-09","","test_mm_router_e2e","",""
"","0","test_region_treats_model_weights_as_weights","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_sglang_memory_saver","",""
"Test that without --endpoint, defaults are preserved.","4","test_endpoint_not_provided_preserves_defaults","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_raises_on_unsupported_backends[bar]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"","1","test_valid_voice_accepted","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestValidateTtsRequest","test_audio_handler","",""
"Test Kubernetes deployment end-to-end.

    This test:
    1. Deploys the specified configuration to Kubernetes
    2. Waits for all pods to become ready
    3. Port-forwards to the frontend service
    4. Waits for the model to be available
    5. Sends a test chat completion request
    6. Validates the response structure and content

    Args:
        deployment_target: The deployment target containing path and metadata
        deployment_spec: Configured DeploymentSpec from fixture
        namespace: Kubernetes namespace for the deployment
        skip_service_restart: Whether to skip restarting NATS/etcd services (default: True).
            Use --restart-services flag to restart services before deployment.
        request: Pytest request object for accessing test metadata
    ","110723","test_deployment[vllm-disagg]","tests.deploy","2026-04-09","passed","2026-04-09","","test_deploy","",""
"","2","test_abort_not_called_when_disabled","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestHandleCancellationAbortToggle","test_trtllm_handler_base","",""
"Setting both --dyn-tool-call-parser and --tool-call-parser exits with error.","7","test_tool_call_parser_both_flags_error","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_disabled-graceful_shutdown-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"","63299","test_sglang_kv_router_basic[tcp]","tests.router","2026-04-09","passed","2026-04-09","","test_router_e2e_with_sglang","",""
"Test VideoData with base64 only.","1","test_b64_only","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideoData","test_trtllm_video_diffusion","",""
"Verify DeltaToolCall has fields used by _merge_tool_call in prepost.py.

        The post-processor reads id, type, index, and function from incoming
        DeltaToolCall objects. New fields in vLLM are acceptable; missing
        fields break the tool-call merge logic.
        ","0","test_delta_tool_call_fields","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmRendererApi","test_vllm_renderer_api","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","31664","test_serve_deployment[aggregated_logprobs]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"Empty image_urls raises ValueError.","0","test_empty_urls_raises_error","components.src.dynamo.trtllm.tests.multimodal","2026-04-09","passed","2026-04-09","TestFetchEmbeddingsFromEncoder","test_trtllm_embedding_fetcher","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_disabled-graceful_shutdown-completion-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"","1","test_get_llm_engine_forwards_backend[_autodeploy]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_autodeploy","",""
"Parses token_ids and sampling_params from raw frontend dict.","0","test_extracts_token_ids_and_sampling_params","components.src.dynamo.vllm.tests","2026-04-09","skipped","2026-04-09","TestParseFrontendRequest","test_vllm_worker_handler","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_enabled-graceful_shutdown-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"Test computation from seconds * fps.","0","test_compute_num_frames_from_seconds_fps","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideoHandlerComputeNumFrames","test_trtllm_video_diffusion","",""
"","0","test_encode[True]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestCreate","test_vllm_worker_factory","",""
"Test that build_headless_namespace produces a Namespace with fields
    required by vLLM's run_headless(), including the api_server_count fallback.","5","test_headless_namespace_has_required_fields","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_rejects_loopback_v4","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestIsRoutable","test_vllm_unit","",""
"Verify multimodal tuple extra_keys keep the vLLM 0.19 wire shape.","0","test_block_stored_tuple_extra_keys_serialization_format","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestVllmKvEventsApi","test_vllm_kv_events_api","",""
"Test a fully populated request with nvext.","0","test_full_request_valid","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestNvCreateVideoRequest","test_trtllm_video_diffusion","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_enabled-worker_failure-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test that falsy values (0, False) are correctly set.

        This is the main regression test for the bug fix. Previously, using
        `if not value` would skip setting values like 0 or False.
        ","0","test_falsy_values_are_applied","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","91790","test_serve_deployment[multimodal_agg_frontend_decoding]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"Test _generate_images handles numpy arrays.","12","test_generate_images_with_numpy_array","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"deep_update with empty source leaves target unchanged.","0","test_deep_update_empty_source_unchanged","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_disabled-graceful_shutdown-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"","94","test_unsupported_args_get_pruned_for_autodeploy[engine_args0-True]","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestTensorRTLLMEngine","test_trtllm_autodeploy","",""
"Choice values with regex special characters must be escaped.","0","test_choice_with_special_chars_escaped","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"Without cache -> all URLs go to encode workers.","1","test_no_cache","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-09","passed","2026-04-09","TestMultimodalEmbeddingLoader","test_vllm_embedding_loader","",""
"Decode-only Qwen VL with prefill_result but no embedding_params -> error.","1","test_decode_only_qwen_missing_embedding_params_errors","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestDecodeWorkerMultimodalBranching","test_vllm_worker_handler","",""
"Swapping order of three distinct images should result in near-zero overlap.","4171","test_vllm_mm_overlap_swapped_order_less_than_same_order","tests.mm_router","2026-04-09","passed","2026-04-09","","test_vllm_mm_router_e2e","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_enabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Partial-hit should encode only misses and preserve URL order in output.","181","test_encode_with_cache_partial_hit_and_reuse","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_multimodal_embedding_cache","",""
"Test decoding embeddings of various sizes.","1","test_various_embedding_sizes[768]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestEmbeddingsDataFormats","test_vllm_prompt_embeds","",""
"User overrides applied on top of YAML defaults via setattr; unspecified keys preserved.","0","test_build_sampling_params_user_overrides_yaml_defaults","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_worker","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","157376","test_request_migration_trtllm_decode[migration_enabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"boundary_ratio outside (0, 1] must be rejected.","0","test_omni_config_invalid_boundary_ratio[-0.1]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"Trigger the predownload_models fixture to download all required models.

    This test runs before any other tests in the session due to pytest.mark.order(""first"").
    By downloading models upfront, we ensure that model download time is not counted
    against individual test timeouts. This prevents tests from failing due to slow
    network downloads rather than actual test failures.

    The actual download logic is handled by the predownload_models session-scoped fixture
    defined in conftest.py.

    The parametrization ensures this test is selected by any CI marker expression
    that matches framework-specific E2E tests (e.g., ""vllm and e2e and gpu_1"").
    ","0","test_predownload_models[predownload_models_vllm_gpu1]","tests","2026-04-09","passed","2026-04-09","","test_predownload_models","",""
"","0","test_image_generation_b64_format","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestDiffusionFormatterImage","test_output_formatter","",""
"Video request parses prompt, size, seconds, and sets fps.","1","test_video_generation","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestBuildEngineInputs","test_omni_handler","",""
"Same images but different prompt should produce lower overlap than repeated same prompt.","3682","test_vllm_mm_overlap_same_images_different_prompt_less_than_same_prompt","tests.mm_router","2026-04-09","passed","2026-04-09","","test_vllm_mm_router_e2e","",""
"","0","test_benchmark_config_from_dict","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestBenchmarkConfig","test_vllm_unit","",""
"stream_interval=20: multiple tokens per chunk.

    When </think>, <tool_call>, and the start of the JSON body arrive in a
    single CompletionOutput, the tool parser must still extract the tool call
    correctly instead of leaking raw tool-call markup into ``content``.
    ","0","test_stream_interval_20","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost","",""
"boundary_ratio outside (0, 1] must be rejected.","0","test_omni_config_invalid_boundary_ratio[0]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"No default_sampling_params on stage_config -> returns None.","0","test_build_sampling_params_no_defaults_returns_none","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_worker","",""
"Test that dimensions exactly at max are allowed.","0","test_parse_size_at_max_boundary","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestVideHandlerParseSize","test_trtllm_video_diffusion","",""
"","0","test_agg_worker[None]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Stats task handles cancellation gracefully (exits without error).","22","test_periodic_log_stats_cancellation","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_engine_monitor_stats","",""
"For repeated same 3-image request: low first overlap, then increase, then stable.","5819","test_vllm_mm_overlap_repeated_three_images","tests.mm_router","2026-04-09","passed","2026-04-09","","test_vllm_mm_router_e2e","",""
"T2V has no multi_modal_data; I2V attaches image to prompt.","1","test_t2v_no_multi_modal_data_and_i2v_attaches_image","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestI2VEngineInputs","test_omni_handler","",""
"Test decoding embeddings with various shapes and dtypes.","9","test_decode_valid_embeddings_various_shapes[3d-float16]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestPromptEmbedsDecode","test_vllm_prompt_embeds","",""
"
    Test dynamo deployments with different configurations.
    ","200391","test_deployment[raw_embeddings_epd-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"Verify KVBM wheel exists in vLLM image.","4","test_kvbm_wheel_exists_vllm","tests.dependencies","2026-04-09","passed","2026-04-09","","test_kvbm_imports","",""
"Test factory creates AggregatedHandler for prefill_and_decode mode.","0","test_creates_aggregated_handler","components.src.dynamo.trtllm.tests.request_handlers","2026-04-09","passed","2026-04-09","TestRequestHandlerFactory","test_trtllm_request_handler_factory","",""
"","1","test_model_name_in_response","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestTextFormatter","test_output_formatter","",""
"Stats task exits immediately when interval is 0.","1","test_periodic_log_stats_skips_when_interval_zero","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_engine_monitor_stats","",""
"","37397","test_router_decisions_vllm_multiple_workers[tcp]","tests.router","2026-04-09","passed","2026-04-09","","test_router_e2e_with_vllm","",""
"Test --disaggregation-mode decode sets correct state.","4","test_disaggregation_mode_decode","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_empty_images_returns_error","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestDiffusionFormatterImage","test_output_formatter","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-chat-unary-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"
    DYN_LOG=debug alone must NOT change the vllm logger level from the
    default INFO. DYN_LOG controls dynamo logging only.
    ","40","test_dyn_log_does_not_affect_vllm_level","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_logging","",""
"","1","test_resume_returns_error_when_worker_has_no_tokenizer_manager","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_memory_occupation_handlers","",""
"","1","test_encode_worker[None]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Test dynamo serve deployments with vLLM-Omni configurations.","0","test_omni_serve_deployment[omni_disagg_t2i]","tests.serve","2026-04-09","skipped","2026-04-09","","test_vllm_omni","",""
"","1","test_region_routes_weights_and_kv_cache_to_gms","tests.gms.integration","2026-04-09","passed","2026-04-09","","test_gms_sglang_memory_saver","",""
"","0","test_overwrites_leaf","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestSetNested","test_dynamic_flags","",""
"boundary_ratio within (0, 1] should pass.","0","test_omni_config_valid_boundary_ratio[1.0]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"","1","test_update_state_plans_save","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-09","passed","2026-04-09","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"Test that VIDEO_DIFFUSION returns False for is_llm.","0","test_is_llm_false_for_video_diffusion","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestModality","test_trtllm_video_diffusion","",""
"Mixed cache hits/misses -> only misses sent to encode workers.","4","test_mixed_cache","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-09","passed","2026-04-09","TestMultimodalEmbeddingLoader","test_vllm_embedding_loader","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_sglang_aggregated[migration_enabled-graceful_shutdown-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_sglang","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-graceful_shutdown-completion-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test that we can import Prometheus registry.","0","test_prometheus_registry_import","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_main_init","",""
"Trigger the predownload_models fixture to download all required models.

    This test runs before any other tests in the session due to pytest.mark.order(""first"").
    By downloading models upfront, we ensure that model download time is not counted
    against individual test timeouts. This prevents tests from failing due to slow
    network downloads rather than actual test failures.

    The actual download logic is handled by the predownload_models session-scoped fixture
    defined in conftest.py.

    The parametrization ensures this test is selected by any CI marker expression
    that matches framework-specific E2E tests (e.g., ""vllm and e2e and gpu_1"").
    ","0","test_predownload_models[predownload_models_vllm_gpu2]","tests","2026-04-09","passed","2026-04-09","","test_predownload_models","",""
"Test extracting text from a user message with multiple text content items.","1","test_extract_user_text_multiple_text_parts","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_chat_message_utils","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"stream_interval=1: one token per chunk. Baseline that works.","4","test_stream_interval_1","tests.frontend","2026-04-09","passed","2026-04-09","","test_prepost","",""
"","0","test_decode_worker[DisaggregationMode.ENCODE]","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestResolveDisaggregationModeFromLegacyMultimodalFlags","test_backend_args","",""
"Test _connector_to_kv_transfer_json wraps multiple connectors in PdConnector.","0","test_connector_to_kv_transfer_json_multi","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"","0","test_rejects_link_local_v4","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestIsRoutable","test_vllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_vllm_aggregated[migration_disabled-worker_failure-completion-stream-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_vllm","",""
"","2","test_resume_reuses_release_tags_when_request_omits_them","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","","test_sglang_memory_occupation_handlers","",""
"Test usage when no prompt token info available.","0","test_build_completion_usage_no_prompt_info","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestUsageStatistics","test_vllm_prompt_embeds","",""
"
    Test dynamo deployments with different configurations.
    ","135780","test_deployment[epd_multimodal-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"","31","test_run_synthetic_concurrency_replay_matches_aic_static_point_no_prefix[1024-vllm]","lib.bindings.python.tests.replay","2026-04-09","passed","2026-04-09","","test_replay_aic_parity","",""
"Non-positive ulysses_degree must be rejected.","0","test_omni_config_invalid_ulysses_degree[-1]","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_args","",""
"High reasoning effort should yield more detailed reasoning than low effort.","68749","test_reasoning_effort","tests.frontend","2026-04-09","passed","2026-04-09","","test_vllm","",""
"Test handler initialization with URL base.","1","test_initialization_with_url_base","components.src.dynamo.sglang.tests","2026-04-09","passed","2026-04-09","TestImageDiffusionWorkerHandler","test_sglang_image_diffusion_handler","",""
"Verify KVBM package and core classes can be imported in TRT-LLM image.","8","test_kvbm_imports_trtllm","tests.dependencies","2026-04-09","passed","2026-04-09","","test_kvbm_imports","",""
"
    Test dynamo deployments with different configurations.
    ","75383","test_deployment[disaggregated_logprobs-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"Config.has_connector returns True only for the single configured connector.","1","test_config_has_connector","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","","test_trtllm_unit","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","87978","test_request_migration_sglang_aggregated[migration_enabled-worker_failure-chat-stream-nats]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_sglang","",""
"Swapping order of three distinct images should result in near-zero overlap.","10068","test_trtllm_mm_overlap_swapped_order_less_than_same_order","tests.mm_router","2026-04-09","passed","2026-04-09","","test_mm_router_e2e","",""
"Test that environment variables in paths are expanded by Python code.","3","test_custom_jinja_template_env_var_expansion","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","","test_vllm_unit","",""
"Test that None values do not override existing params.","0","test_none_values_are_skipped","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestOverrideSamplingParams","test_trtllm_handler_base","",""
"If both choice and regex are specified, regex takes priority.","0","test_choice_not_used_when_regex_present","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestGuidedDecodingFromToolChoice","test_trtllm_handler_base","",""
"
    Test dynamo serve deployments with different graph configurations.
    ","70346","test_serve_deployment[multimodal_video_agg]","tests.serve","2026-04-09","passed","2026-04-09","","test_vllm","",""
"Image stage with default_sampling_params builds typed params from YAML defaults + overrides.","0","test_image_request_with_default_sampling_params","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","","test_omni_stage_worker","",""
"
    Test dynamo deployments with different configurations.
    ","0","test_deployment[completions_only-2]","tests.serve","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"","0","test_invalid_format","components.src.dynamo.vllm.tests.omni","2026-04-09","passed","2026-04-09","TestDiffusionFormatterPrepareImages","test_output_formatter","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","101858","test_request_migration_trtllm_aggregated[migration_disabled-worker_failure-chat-stream-tcp]","tests.fault_tolerance.migration","2026-04-09","passed","2026-04-09","","test_trtllm","",""
"
    End-to-end test for decode worker request migration in disaggregated mode.

    Setup: 1 prefill worker + 2 decode workers

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_decode[migration_enabled-graceful_shutdown-completion-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test serialization with model_dump().","0","test_model_dump","components.src.dynamo.trtllm.tests","2026-04-09","passed","2026-04-09","TestNvVideosResponse","test_trtllm_video_diffusion","",""
"Decode-only Qwen worker receiving mm request without prefill_result -> error.","2","test_decode_only_qwen_with_mm_data_no_prefill_result_errors","components.src.dynamo.vllm.tests","2026-04-09","passed","2026-04-09","TestDecodeWorkerMultimodalBranching","test_vllm_worker_handler","",""
"","2","test_eviction_under_pressure","components.src.dynamo.vllm.tests.multimodal_utils","2026-04-09","passed","2026-04-09","TestSchedulerSideLRU","test_vllm_multimodal_embedding_cache_connector","",""
"
    End-to-end test for aggregated worker request migration.

    Parameters:
        immediate_kill: True for abrupt kill (SIGKILL), False for graceful shutdown (SIGTERM)
        migration_limit: > 0 to verify migration succeeds, 0 to verify request fails
        request_api: ""chat"" for chat completion API, ""completion"" for completion API
        stream: True for streaming, False for non-streaming
    ","0","test_request_migration_trtllm_aggregated[migration_enabled-worker_failure-chat-unary-nats]","tests.fault_tolerance.migration","2026-04-09","skipped","2026-04-09","","test_trtllm","",""
"Test SGLang deployment scenarios using common helpers","63818","test_sglang_deployment[aggregated-2]","tests.serve","2026-04-09","passed","2026-04-09","","test_sglang","",""
"
    End-to-end test for request cancellation functionality in aggregated mode.

    This test verifies that when a request is cancelled by the client,
    the system properly handles the cancellation and cleans up resources
    on the worker side in aggregated (single worker) mode. Tests three scenarios:
    1. Completion request
    2. Chat completion request (non-streaming)
    3. Chat completion request (streaming)

    Timing (Last Run: 2025-12-09): ~55s total
    - Engine initialization: ~15s
    - Testing 3 scenarios: ~38s (~12s each)
    - Teardown: ~2s
    ","30090","test_request_cancellation_vllm_aggregated[tcp]","tests.fault_tolerance.cancellation","2026-04-09","passed","2026-04-09","","test_vllm","",""
